#,Title,Notes,Chat,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Media In Point,Media Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Play Call,Group,Synergy String
401,BLOB-LINE-DOUBLE ,EC@WWW - 11/14/2025 QTR: 2 CLK: 15:56,,,,,Make 2 Pts,0:10.7,,,38:35.38,38:46.05,Wisconsin-(Whitewater) Warhawks,EC@WWW,11/15/2025,2,15:56,Joey Berezowitz,,,,22 Joey Berezowitz > Cut > Flash > Make 2 Pts
402,UWW M2M PRESS,EC@WWW - 11/14/2025 QTR: 2 CLK: 15:35,,,,,Miss 3 Pts,0:22.0,,,38:43.25,39:05.25,Eureka Red Devils,EC@WWW,11/15/2025,2,15:35,Colin Delaere,,,,4 Ben Carter > ISO > Top > Drives Right > Defense Commits > Ball Delivered > 0 Colin Delaere > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
403,TRAN,EC@WWW - 11/14/2025 QTR: 2 CLK: 15:26,,,,,Miss 3 Pts,0:18.1,,,38:57.73,39:15.85,Wisconsin-(Whitewater) Warhawks,EC@WWW,11/15/2025,2,15:26,Luke Bara,,,,32 Luke Bara > Transition > Left Wing > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
404,UWW M2M D,EC@WWW - 11/14/2025 QTR: 2 CLK: 15:10,,,,,Turnover,0:21.5,,,39:07.65,39:29.13,Eureka Red Devils,EC@WWW,11/15/2025,2,15:10,Colin Delaere,,,,0 Colin Delaere > No Play Type > Turnover
405,TRAN,EC@WWW - 11/14/2025 QTR: 2 CLK: 15:00,,,,,Make 2 Pts,0:16.6,,,39:20.93,39:37.53,Wisconsin-(Whitewater) Warhawks,EC@WWW,11/15/2025,2,15:00,Brock Marino,,,,21 Brock Marino > Transition > First Middle > To Basket > Make 2 Pts
406,UWW M2M PRESS,EC@WWW - 11/14/2025 QTR: 2 CLK: 14:45,,,,,Miss 3 Pts,0:20.1,,,39:35.25,39:55.33,Eureka Red Devils,EC@WWW,11/15/2025,2,14:45,Micah Bruer,,,,12 Jaxson Provost > ISO > Top > Drives Left > Defense Commits > Ball Delivered > 5 Micah Bruer > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
407,TRAN,EC@WWW - 11/14/2025 QTR: 2 CLK: 14:34,,,,,Turnover,0:16.9,,,39:47.93,40:04.85,Wisconsin-(Whitewater) Warhawks,EC@WWW,11/15/2025,2,14:34,Brock Marino,,,,21 Brock Marino > Transition > First Middle > To Basket > Turnover
408,UWW M2M PRESS,EC@WWW - 11/14/2025 QTR: 2 CLK: 14:20,,,,,Miss 2 Pts,0:24.5,,,40:49.53,41:14.05,Eureka Red Devils,EC@WWW,11/15/2025,2,14:20,Micah Bruer,,,,5 Micah Bruer > Spot-Up > Drives Right > Dribble Jumper > Medium/17' to <3p > Miss 2 Pts
409,TRAN,EC@WWW - 11/14/2025 QTR: 2 CLK: 14:12,,,,,Miss 3 Pts,0:20.2,,,41:05.05,41:25.25,Wisconsin-(Whitewater) Warhawks,EC@WWW,11/15/2025,2,14:12,Darius Chestnut,,,,10 Darius Chestnut > Transition > Right Wing > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
410,UWW M2M PRESS,EC@WWW - 11/14/2025 QTR: 2 CLK: 13:40,,,,,Miss 2 Pts,0:26.8,,,41:25.25,41:52.05,Eureka Red Devils,EC@WWW,11/15/2025,2,13:40,Jonah Lauff,,,,30 Jonah Lauff > Off Screen > To Shooter's Right > Straight > To Basket > Miss 2 Pts
411,TRAN,EC@WWW - 11/14/2025 QTR: 2 CLK: 13:29,,,,,Miss 3 Pts,0:23.1,,,41:43.73,42:06.78,Wisconsin-(Whitewater) Warhawks,EC@WWW,11/15/2025,2,13:29,Jake Quast,,,,21 Brock Marino > Post-Up > Flash Middle > Right Shoulder > Defense Commits > Ball Delivered > 12 Jake Quast > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
412,UWW M2M PRESS,EC@WWW - 11/14/2025 QTR: 2,,,,,Non Shooting Foul,0:19.5,,,42:23.58,42:43.05,Eureka Red Devils,EC@WWW,11/15/2025,2,,Max Richardson,,,,35 Max Richardson > Non Possession > Non Shooting Foul
413,UWW M2M D : - BLOB,EC@WWW - 11/14/2025 QTR: 2 CLK: 12:59,,,,,Make 2 Pts,0:13.6,,,42:55.45,43:09.05,Eureka Red Devils,EC@WWW,11/15/2025,2,12:59,Jacob Gonzalez,,,,6 Jacob Gonzalez > Cut > Flash > Make 2 Pts
414,FLOW : - ZONE,EC@WWW - 11/14/2025 QTR: 2 CLK: 12:36,,,,,Make 3 Pts,0:21.1,,,43:10.25,43:31.38,Wisconsin-(Whitewater) Warhawks,EC@WWW,11/15/2025,2,12:36,Darius Chestnut,,,,10 Darius Chestnut > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
415,UWW M2M PRESS,EC@WWW - 11/14/2025 QTR: 2 CLK: 12:22,,,,,Miss 3 Pts,0:19.4,,,43:28.53,43:47.93,Eureka Red Devils,EC@WWW,11/15/2025,2,12:22,Jonah Lauff,,,,30 Jonah Lauff > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
416,TRAN,EC@WWW - 11/14/2025 QTR: 2 CLK: 12:06,,,,,Turnover,0:19.8,,,43:40.73,44:00.53,Wisconsin-(Whitewater) Warhawks,EC@WWW,11/15/2025,2,12:06,Darius Chestnut,,,,35 Rashad Rogers > Post-Up > Flash Middle > Right Shoulder > Dribble Move > Defense Commits > Ball Delivered > 10 Darius Chestnut > Spot-Up > Drives Right > Turnover
417,UWW M2M : - TRAN,EC@WWW - 11/14/2025 QTR: 2 CLK: 12:01,,,,,Make 3 Pts,0:12.3,,,43:54.25,44:06.58,Eureka Red Devils,EC@WWW,11/15/2025,2,12:01,Blake Logsdon,,,,3 Blake Logsdon > Transition > Left Wing > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
418,FLOW : - ZONE,EC@WWW - 11/14/2025 QTR: 2 CLK: 11:41,,,,,Miss 2 Pts,0:16.5,,,44:10.45,44:26.93,Wisconsin-(Whitewater) Warhawks,EC@WWW,11/15/2025,2,11:41,Richie Warren,,,,24 Richie Warren > Cut > Flash > Miss 2 Pts
419,UWW M2M D,EC@WWW - 11/14/2025 QTR: 2 CLK: 11:14,,,,,Miss 2 Pts,0:35.2,,,44:18.25,44:53.45,Eureka Red Devils,EC@WWW,11/15/2025,2,11:14,Jacob Gonzalez,,,,6 Jacob Gonzalez > Spot-Up > Drives Right > To Basket > Miss 2 Pts
420,TRAN,EC@WWW - 11/14/2025 QTR: 2 CLK: 11:08,,,,,Make 3 Pts,0:16.0,,,44:45.25,45:01.25,Wisconsin-(Whitewater) Warhawks,EC@WWW,11/15/2025,2,11:08,Darius Chestnut,,,,22 Joey Berezowitz > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 10 Darius Chestnut > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
421,UWW M2M PRESS,EC@WWW - 11/14/2025 QTR: 2 CLK: 10:35,,,,,Make 3 Pts,0:34.5,,,44:59.65,45:34.13,Eureka Red Devils,EC@WWW,11/15/2025,2,10:35,Max Richardson,,,,6 Jacob Gonzalez > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 35 Max Richardson > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
422,FLOW : - ZONE,EC@WWW - 11/14/2025 QTR: 2 CLK: 10:18,,,,,Make 2 Pts,0:12.7,,,45:36.58,45:49.25,Wisconsin-(Whitewater) Warhawks,EC@WWW,11/15/2025,2,10:18,Rashad Rogers,,,,35 Rashad Rogers > Post-Up > Flash Middle > Left Shoulder > Dribble Move > To Basket > Make 2 Pts
423,UWW M2M PRESS,EC@WWW - 11/14/2025 QTR: 2 CLK: 10:01,,,,,Miss 2 Pts,0:23.3,,,45:46.65,46:09.93,Eureka Red Devils,EC@WWW,11/15/2025,2,10:01,Jacob Gonzalez,,,,6 Jacob Gonzalez > Hand Off > From Stationary > Top > Dribble Jumper > Short to < 17' > Miss 2 Pts
424,5 OUT - (PASS 5-DS) : - M2M,EC@WWW - 11/14/2025 QTR: 2 CLK: 09:57,,,,,Miss 3 Pts,0:29.7,,,47:49.65,48:19.38,Wisconsin-(Whitewater) Warhawks,EC@WWW,11/15/2025,2,9:57,Isaiah Robinson,,,,5 Isaiah Robinson > P&R Ball Handler > Right P&R > Baseline > Dribble Off Pick > Dribble Jumper > Long/3pt > Miss 3 Pts
425,Richie Warren,EC@WWW - 11/14/2025 QTR: 2 CLK: 09:29,,,,,Foul,0:00.0,,,48:19.38,48:19.38,Wisconsin-(Whitewater) Warhawks,EC@WWW,11/15/2025,2,9:29,Richie Warren,,,,24 Richie Warren > Offensive Rebound > Short > Scoring Attempt > At Basket > Foul
426,UWW M2M PRES,EC@WWW - 11/14/2025 QTR: 2,,,,,No Violation,0:10.2,,,49:22.98,49:33.18,Eureka Red Devils,EC@WWW,11/15/2025,2,,Nicholaus Harris-Huntley,,,,9 Nicholaus Harris-Huntley > Non Possession > No Violation
427,UWW M2M PRES,EC@WWW - 11/14/2025 QTR: 2,,,,,Non Shooting Foul,0:24.1,,,49:46.13,50:10.25,Eureka Red Devils,EC@WWW,11/15/2025,2,,Nicholaus Harris-Huntley,,,,9 Nicholaus Harris-Huntley > Non Possession > Non Shooting Foul
428,UWW M2M D- BLOB,EC@WWW - 11/14/2025 QTR: 2 CLK: 09:05,,,,,Miss 2 Pts,0:16.4,,,50:18.33,50:34.73,Eureka Red Devils,EC@WWW,11/15/2025,2,9:05,Nicholaus Harris-Huntley,,,,9 Nicholaus Harris-Huntley > Off Screen > To Shooter's Left > Straight > To Basket > Miss 2 Pts
429,TRAN,EC@WWW - 11/14/2025 QTR: 2 CLK: 08:58,,,,,Miss 2 Pts,0:16.6,,,50:23.78,50:40.33,Wisconsin-(Whitewater) Warhawks,EC@WWW,11/15/2025,2,8:58,Kelton Mcewen,,,,2 Kelton Mcewen > Transition > Leak Outs > To Basket > Miss 2 Pts
430,TRAN,EC@WWW - 11/14/2025 QTR: 2,,,,,No Violation,0:26.1,,,50:31.58,50:57.65,Eureka Red Devils,EC@WWW,11/15/2025,2,,Max Richardson,,,,35 Max Richardson > Non Possession > No Violation
431,UWW M2M D-BLOB,EC@WWW - 11/14/2025 QTR: 2 CLK: 08:37,,,,,Turnover,0:07.4,,,51:04.65,51:12.05,Eureka Red Devils,EC@WWW,11/15/2025,2,8:37,Blake Logsdon,,,,3 Blake Logsdon > No Play Type > Turnover
432,TRAN,EC@WWW - 11/14/2025 QTR: 2 CLK: 08:34,,,,,Turnover,0:08.9,,,51:06.45,51:15.38,Wisconsin-(Whitewater) Warhawks,EC@WWW,11/15/2025,2,8:34,Isaiah Robinson,,,,5 Isaiah Robinson > Transition > Ballhandler > Turnover
433,UWW M2M PRESS,EC@WWW - 11/14/2025 QTR: 2 CLK: 08:11,,,,,Foul,0:31.9,,,51:22.45,51:54.33,Eureka Red Devils,EC@WWW,11/15/2025,2,8:11,Nicholaus Harris-Huntley,,,,9 Nicholaus Harris-Huntley > ISO > Top > Drives Right > To Basket > Foul
434,UWW M2M,EC@WWW - 11/14/2025 QTR: 2,,,,,Non Shooting Foul,0:25.4,,,54:56.78,55:22.13,Eureka Red Devils,EC@WWW,11/15/2025,2,,Colin Delaere,,,,0 Colin Delaere > Non Possession > Non Shooting Foul
435,UWW M2M- BLOB,EC@WWW - 11/14/2025 QTR: 2 CLK: 07:22,,,,,Make 2 Pts,0:11.8,,,55:32.85,55:44.65,Eureka Red Devils,EC@WWW,11/15/2025,2,7:22,Zachy Qader,,,,32 Zachy Qader > Off Screen > To Shooter's Left > Straight > Dribble Jumper > Medium/17' to <3p > Make 2 Pts
436,TWINS : - M2M,EC@WWW - 11/14/2025 QTR: 2 CLK: 07:00,,,,,Miss 3 Pts,0:18.9,,,55:48.58,56:07.45,Wisconsin-(Whitewater) Warhawks,EC@WWW,11/15/2025,2,7:00,Austin Ambrose,,,,20 Austin Ambrose > No Play Type > Dribble Jumper > Long/3pt > Miss 3 Pts
437,UWW M2M PRESS,EC@WWW - 11/14/2025 QTR: 2 CLK: 06:39,,,,,Turnover,0:22.7,,,56:16.98,56:39.65,Eureka Red Devils,EC@WWW,11/15/2025,2,6:39,Zachy Qader,,,,32 Zachy Qader > Spot-Up > Drives Left > Turnover
438,TRAN,EC@WWW - 11/14/2025 QTR: 2 CLK: 06:35,,,,,Make 2 Pts,0:13.3,,,56:30.93,56:44.25,Wisconsin-(Whitewater) Warhawks,EC@WWW,11/15/2025,2,6:35,Isaiah Robinson,,,,5 Isaiah Robinson > Transition > Ballhandler > To Basket > Make 2 Pts
439,UWW M2M PRESS,EC@WWW - 11/14/2025 QTR: 2,,,,,Non Shooting Foul,0:28.7,,,56:41.53,57:10.25,Eureka Red Devils,EC@WWW,11/15/2025,2,,Zachy Qader,,,,32 Zachy Qader > Non Possession > Non Shooting Foul
440,UWW M2M D- DLOB,EC@WWW - 11/14/2025 QTR: 2 CLK: 05:59,,,,,Turnover,0:20.4,,,57:23.38,57:43.73,Eureka Red Devils,EC@WWW,11/15/2025,2,5:59,Andrew Wells,,,,8 Andrew Wells > No Play Type > Turnover
441,TRAN,EC@WWW - 11/14/2025 QTR: 2 CLK: 05:52,,,,,Make 3 Pts,0:14.8,,,57:37.13,57:51.93,Wisconsin-(Whitewater) Warhawks,EC@WWW,11/15/2025,2,5:52,Isaiah Robinson,,,,5 Isaiah Robinson > Transition > Left Wing > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
442,UWW M2M PRESS,EC@WWW - 11/14/2025 QTR: 2 CLK: 05:26,,,,,Make 3 Pts,0:26.9,,,57:50.65,58:17.58,Eureka Red Devils,EC@WWW,11/15/2025,2,5:26,Nicholaus Harris-Huntley,,,,32 Zachy Qader > ISO > Top > Drives Left > Defense Commits > Ball Delivered > 9 Nicholaus Harris-Huntley > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
443,5 OUT - FLAIR(BS) : - M2M(ICE),EC@WWW - 11/14/2025 QTR: 2 CLK: 05:06,,,,,Miss 3 Pts,0:15.6,,,58:22.45,58:38.05,Wisconsin-(Whitewater) Warhawks,EC@WWW,11/15/2025,2,5:06,Tristian Lynch,,,,1 Agape Keyes Jr. > P&R Ball Handler > Left P&R > Baseline > Dribble Off Pick > Defense Commits > Ball Delivered > 25 Tristian Lynch > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
444,UWW M2M : - TRAN,EC@WWW - 11/14/2025 QTR: 2 CLK: 04:59,,,,,Foul,0:14.6,,,58:30.78,58:45.38,Eureka Red Devils,EC@WWW,11/15/2025,2,4:59,Zachy Qader,,,,32 Zachy Qader > Transition > Left Wing > To Basket > Foul
445,5 OUT - (PASS 5-DS) : - M2M,EC@WWW - 11/14/2025 QTR: 2 CLK: 04:43,,,,,Make 2 Pts,0:21.2,,,59:29.18,59:50.33,Wisconsin-(Whitewater) Warhawks,EC@WWW,11/15/2025,2,4:43,Tristian Lynch,,,,1 Agape Keyes Jr. > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 25 Tristian Lynch > P&R Roll Man > Pick and Pops > Drives Right > To Basket > Make 2 Pts
446,UWW M2M PRESS,EC@WWW - 11/14/2025 QTR: 2 CLK: 04:21,,,,,Make 3 Pts,0:26.0,,,59:47.45,1:00:13.45,Eureka Red Devils,EC@WWW,11/15/2025,2,4:21,Joel Ewald,,,,2 Joel Ewald > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
447,TRAN,EC@WWW - 11/14/2025 QTR: 2 CLK: 04:08,,,,,Miss 3 Pts,0:13.2,,,1:00:14.33,1:00:27.53,Wisconsin-(Whitewater) Warhawks,EC@WWW,11/15/2025,2,4:08,Trent Grunewald,,,,33 Trent Grunewald > Hand Off > From Dribble > Right > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
448,TRAN,EC@WWW - 11/14/2025 QTR: 2 CLK: 03:48,,,,,Foul,0:28.1,,,1:00:18.25,1:00:46.38,Eureka Red Devils,EC@WWW,11/15/2025,2,3:48,Andrew Wells,,,,8 Andrew Wells > Post-Up > Left Block > Right Shoulder > Dribble Move > To Basket > Foul
449,TWINS : - M2M,EC@WWW - 11/14/2025 QTR: 2 CLK: 03:36,,,,,Make 3 Pts,0:16.0,,,1:03:07.33,1:03:23.33,Wisconsin-(Whitewater) Warhawks,EC@WWW,11/15/2025,2,3:36,Isaiah Robinson,,,,1 Agape Keyes Jr. > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 5 Isaiah Robinson > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
450,UWW M2M PRESS,EC@WWW - 11/14/2025 QTR: 2 CLK: 03:16,,,,,Miss 3 Pts,0:21.6,,,1:03:20.85,1:03:42.45,Eureka Red Devils,EC@WWW,11/15/2025,2,3:16,Joel Ewald,,,,2 Joel Ewald > Off Screen > To Shooter's Right > Flare > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
451,TRAN,EC@WWW - 11/14/2025 QTR: 2 CLK: 03:06,,,,,Miss 3 Pts,0:20.0,,,1:03:34.53,1:03:54.53,Wisconsin-(Whitewater) Warhawks,EC@WWW,11/15/2025,2,3:06,Agape Keyes Jr.,,,,1 Agape Keyes Jr. > Off Screen > To Shooter's Right > Straight > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
452,UWW M2M D-TRAN,EC@WWW - 11/14/2025 QTR: 2 CLK: 02:51,,,,,Miss 2 Pts,0:21.7,,,1:03:46.13,1:04:07.85,Eureka Red Devils,EC@WWW,11/15/2025,2,2:51,Amare Brokemond,,,,15 Amare Brokemond > ISO > Left > Drives Right > To Basket > Miss 2 Pts
453,5 OUT - DHO : - M2M(PRES),EC@WWW - 11/14/2025 QTR: 2 CLK: 02:33,,,,,Make 3 Pts,0:21.0,,,1:04:44.98,1:05:05.98,Wisconsin-(Whitewater) Warhawks,EC@WWW,11/15/2025,2,2:33,Isaiah Robinson,,,,5 Isaiah Robinson > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
454,UWW M2M PRES,EC@WWW - 11/14/2025 QTR: 2 CLK: 02:19,,,,,Miss 2 Pts,0:14.8,,,1:05:02.58,1:05:17.33,Eureka Red Devils,EC@WWW,11/15/2025,2,2:19,Amare Brokemond,,,,15 Amare Brokemond > Transition > Ballhandler > To Basket > Miss 2 Pts
455,TRAN,EC@WWW - 11/14/2025 QTR: 2 CLK: 02:15,,,,,Miss 3 Pts,0:16.1,,,1:05:10.33,1:05:26.45,Wisconsin-(Whitewater) Warhawks,EC@WWW,11/15/2025,2,2:15,Agape Keyes Jr.,,,,1 Agape Keyes Jr. > Transition > Left Wing > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
456,TRAN,EC@WWW - 11/14/2025 QTR: 2 CLK: 02:05,,,,,Make 2 Pts,0:15.6,,,1:05:16.53,1:05:32.13,Eureka Red Devils,EC@WWW,11/15/2025,2,2:05,Amare Brokemond,,,,15 Amare Brokemond > Transition > Left Wing > To Basket > Make 2 Pts
457,Agape Keyes Jr.,EC@WWW - 11/14/2025 QTR: 2,,,,,No Violation,0:11.5,,,1:05:29.45,1:05:40.93,Wisconsin-(Whitewater) Warhawks,EC@WWW,11/15/2025,2,,Agape Keyes Jr.,,,,1 Agape Keyes Jr. > Non Possession > No Violation
